10612,638,625,648,660,662,682,653,637,658,717,700,678,681,658,663,670,660,614,667,669,666,670,666,651,678,637,651,641,668,641,659,654,734,676,678,653,667,638,659
626,673,638,641,667,668,701,693,651,646,649,645,690,646,671,641,670,696,660,652,679,713,654,634,660,667,685,641,689,677,678,663,669,677,691,,,,,
660,651,660,658,624,666,651,647,653,694,704,693,679,667,707,621,692,688,634,641,729,649,673,644,638,660,673,693,678,633,648,641,708,638,702,,,,,
555,639,630,705,667,660,645,653,676,655,673,661,704,658,650,717,653,619,643,692,689,695,719,636,662,690,642,664,650,682,679,625,646,644,687,,,,,
657,674,723,632,659,621,668,684,656,664,655,640,670,647,675,649,644,631,669,663,648,680,734,652,706,629,603,658,711,680,650,683,742,598,661,,,,,
656,680,695,660,685,626,667,713,679,659,666,610,681,651,731,595,618,641,713,667,731,644,603,656,661,692,703,602,658,631,699,677,706,656,625,,,,,
631,686,690,636,636,678,677,703,672,616,658,650,634,637,699,614,645,683,648,696,681,627,680,660,694,673,659,647,674,674,656,703,694,637,709,,,,,
600,669,629,674,728,638,638,622,662,660,704,659,683,629,642,649,762,615,631,659,730,616,632,665,728,681,652,702,704,628,638,635,694,703,670,,,,,
