625,666,662,695,679,662,667,652,651,645,640,671,652,669,640,732,670,658,675,670,708,637,711,653,657,660,670,659,675,649,656,687,646,643,644
631,686,690,636,636,678,677,703,672,616,658,650,634,637,699,614,645,683,648,696,681,627,680,660,694,673,659,647,674,674,656,703,694,637,709
