
1688029086926,628,646,647,631,680,710,671,660,693,707,657,651,742,659,630,668,637,670,678,710,671,619,664,652,713,660,699,664,683,688,667,643,678,639,646,641,700,652,659,564,689,676,691,620,654,670,699
115370,619,614,685,648,659,660,665,669,711,625,683,652,678,656,696,615,686,661,692,669,635,677,649,643,707,655,624,693,692,647,675,665,702,667,652,664,631,679,688
665,615,723,613,694,647,666,677,743,594,665,649,720,658,697,648,669,595,699,617,747,658,728,662,672,587,719,603,752,618,685,601,685,649,720,669,679,574,702,673,748,650,641,684
637,683,694,693,643,679,589,674,667,667,723,661,627,594,695,667,635,693,620,680,685,708,630,643,687,628,689,693,668,616,699,600,688,656,699
636,685,655,671,662,655,628,705,588,745,626,680,636,751,576,675,626,680,621,718,592,708,625,714,623,708,631,657,677,679,633,711,634,746,609,652
