939,1037,1002,1037,972,1018,1000,1005,947,1033,1029,981,957,1005,1035,965,977,1029,986,1025,952,993,960,1027,1028
992,970,936,967,933,1008,982,1026,1000,1046,1020,975,1019,946,987,981,1009,1014,1001,995,1005,994,1040,992,1010
926,940,1004,972,993,975,1040,991,1001,1004,993,1004,995,1015,1048,984,960,940,1110,1001,1009,977,994,1037,993
