509,501,537,527,569,524,558,583,515,479,523,580,527,540,573,569,540,549,506,543,552,557,529,565,548
481,540,540,525,529,492,540,528,554,526,532,539,553,564,508,569,558,594,557,547,522,547,506,561,560
511,546,539,537,537,543,536,512,583,511,530,521,511,570,537,518,588,512,567,523,536,502,546,534,558
