701,695,637,640,614,650,737,637,609,616,671,707,674,630,587,636,722,647,598,713,684,645,676,700,682
638,660,685,680,662,681,684,644,671,649,621,680,646,656,676,698,642,640,660,694,667,683,673,681,645
673,667,681,659,643,639,647,685,644,622,660,647,630,700,689,686,686,661,673,678,635,644,720,621,664
