725,794,790,742,762,762,749,741,710,741,760,789,755,736,712,749,758,685,705,767,803,726,695,758,787
756,726,715,742,725,766,702,721,771,711,785,766,766,681,738,793,766,767,740,767,752,771,687,764,800
725,754,770,756,723,739,746,772,729,749,707,764,733,715,745,742,756,786,739,727,735,730,725,753,808
