774,869,934,790,885,907,850,759,815,890,871,874,900,791,804,842,828,843,842,921,845,841,803,871,907
842,895,852,826,886,866,779,843,772,870,819,827,905,843,811,878,834,930,896,829,866,854,777,843,857
869,837,865,822,828,841,898,841,828,904,845,868,844,860,822,888,837,812,808,866,915,860,865,890,868
